width,length,type,region,model,height-min,height-max,stories,shape,library,tags
8.0,5.0,residential,,objects/Blacky75/New-Black/RES_08x05_TypeNew1_RoofBlack-4.obj,,,2,SQ,Blacky75,black;new
8.0,6.0,residential,,objects/Blacky75/New-Black/RES_08x06_TypeNew1_RoofBlack-1.obj,,,2,SQ,Blacky75,black;new
8.0,6.0,residential,,objects/Blacky75/New-Black/RES_08x06_TypeNew1_RoofBlack-2.obj,,,2,SQ,Blacky75,black;new
8.0,6.0,residential,,objects/Blacky75/New-Black/RES_08x06_TypeNew1_RoofBlack-3.obj,,,2,SQ,Blacky75,black;new
8.0,6.0,residential,,objects/Blacky75/New-Black/RES_08x06_TypeNew1_RoofBlack-4.obj,,,2,SQ,Blacky75,black;new
8.0,7.0,residential,,objects/Blacky75/New-Black/RES_08x07_TypeNew1_RoofBlack-1.obj,,,2,SQ,Blacky75,black;new
8.0,7.0,residential,,objects/Blacky75/New-Black/RES_08x07_TypeNew1_RoofBlack-2.obj,,,2,SQ,Blacky75,black;new
8.0,7.0,residential,,objects/Blacky75/New-Black/RES_08x07_TypeNew1_RoofBlack-3.obj,,,2,SQ,Blacky75,black;new
8.0,7.0,residential,,objects/Blacky75/New-Black/RES_08x07_TypeNew1_RoofBlack-4.obj,,,2,SQ,Blacky75,black;new
8.0,7.0,residential,,objects/Blacky75/New-Black/RES_08x07_TypeNew1_RoofBlack-5.obj,,,2,SQ,Blacky75,black;new
8.0,8.0,residential,,objects/Blacky75/New-Black/RES_08x08_TypeNew1_RoofBlack-1.obj,,,2,SQ,Blacky75,black;new
8.0,8.0,residential,,objects/Blacky75/New-Black/RES_08x08_TypeNew1_RoofBlack-2.obj,,,2,SQ,Blacky75,black;new
8.0,8.0,residential,,objects/Blacky75/New-Black/RES_08x08_TypeNew1_RoofBlack-3.obj,,,2,SQ,Blacky75,black;new
8.0,8.0,residential,,objects/Blacky75/New-Black/RES_08x08_TypeNew1_RoofBlack-4.obj,,,2,SQ,Blacky75,black;new
9.0,6.0,residential,,objects/Blacky75/New-Black/RES_09x06_TypeNew1_RoofBlack-1.obj,,,2,SQ,Blacky75,black;new
9.0,6.0,residential,,objects/Blacky75/New-Black/RES_09x06_TypeNew1_RoofBlack-2.obj,,,2,SQ,Blacky75,black;new
9.0,6.0,residential,,objects/Blacky75/New-Black/RES_09x06_TypeNew1_RoofBlack-3.obj,,,2,SQ,Blacky75,black;new
9.0,6.0,residential,,objects/Blacky75/New-Black/RES_09x06_TypeNew1_RoofBlack-4.obj,,,2,SQ,Blacky75,black;new
9.0,7.0,residential,,objects/Blacky75/New-Black/RES_09x07_TypeNew1_RoofBlack-1.obj,,,2,SQ,Blacky75,black;new
9.0,7.0,residential,,objects/Blacky75/New-Black/RES_09x07_TypeNew1_RoofBlack-2.obj,,,2,SQ,Blacky75,black;new
9.0,7.0,residential,,objects/Blacky75/New-Black/RES_09x07_TypeNew1_RoofBlack-3.obj,,,2,SQ,Blacky75,black;new
9.0,7.0,residential,,objects/Blacky75/New-Black/RES_09x07_TypeNew1_RoofBlack-4.obj,,,2,SQ,Blacky75,black;new
9.0,8.0,residential,,objects/Blacky75/New-Black/RES_09x08_TypeNew1_RoofBlack-1.obj,,,2,SQ,Blacky75,black;new
9.0,8.0,residential,,objects/Blacky75/New-Black/RES_09x08_TypeNew1_RoofBlack-2.obj,,,2,SQ,Blacky75,black;new
9.0,8.0,residential,,objects/Blacky75/New-Black/RES_09x08_TypeNew1_RoofBlack-3.obj,,,2,SQ,Blacky75,black;new
9.0,8.0,residential,,objects/Blacky75/New-Black/RES_09x08_TypeNew1_RoofBlack-4.obj,,,2,SQ,Blacky75,black;new
9.0,9.0,residential,,objects/Blacky75/New-Black/RES_09x09_TypeNew1_RoofBlack-1.obj,,,2,SQ,Blacky75,black;new
9.0,9.0,residential,,objects/Blacky75/New-Black/RES_09x09_TypeNew1_RoofBlack-2.obj,,,2,SQ,Blacky75,black;new
9.0,9.0,residential,,objects/Blacky75/New-Black/RES_09x09_TypeNew1_RoofBlack-3.obj,,,2,SQ,Blacky75,black;new
9.0,9.0,residential,,objects/Blacky75/New-Black/RES_09x09_TypeNew1_RoofBlack-4.obj,,,2,SQ,Blacky75,black;new
10.0,6.0,residential,,objects/Blacky75/New-Black/RES_10x06_TypeNew1_RoofBlack-1.obj,,,2,SQ,Blacky75,black;new
10.0,6.0,residential,,objects/Blacky75/New-Black/RES_10x06_TypeNew1_RoofBlack-2.obj,,,2,SQ,Blacky75,black;new
10.0,6.0,residential,,objects/Blacky75/New-Black/RES_10x06_TypeNew1_RoofBlack-3.obj,,,2,SQ,Blacky75,black;new
10.0,6.0,residential,,objects/Blacky75/New-Black/RES_10x06_TypeNew1_RoofBlack-4.obj,,,2,SQ,Blacky75,black;new
10.0,7.0,residential,,objects/Blacky75/New-Black/RES_10x07_TypeNew1_RoofBlack-1.obj,,,2,SQ,Blacky75,black;new
10.0,7.0,residential,,objects/Blacky75/New-Black/RES_10x07_TypeNew1_RoofBlack-2.obj,,,2,SQ,Blacky75,black;new
10.0,7.0,residential,,objects/Blacky75/New-Black/RES_10x07_TypeNew1_RoofBlack-3.obj,,,2,SQ,Blacky75,black;new
10.0,7.0,residential,,objects/Blacky75/New-Black/RES_10x07_TypeNew1_RoofBlack-4.obj,,,2,SQ,Blacky75,black;new
10.0,8.0,residential,,objects/Blacky75/New-Black/RES_10x08_TypeNew1_RoofBlack-1.obj,,,2,SQ,Blacky75,black;new
10.0,8.0,residential,,objects/Blacky75/New-Black/RES_10x08_TypeNew1_RoofBlack-2.obj,,,2,SQ,Blacky75,black;new
10.0,8.0,residential,,objects/Blacky75/New-Black/RES_10x08_TypeNew1_RoofBlack-3.obj,,,2,SQ,Blacky75,black;new
10.0,8.0,residential,,objects/Blacky75/New-Black/RES_10x08_TypeNew1_RoofBlack-4.obj,,,2,SQ,Blacky75,black;new
10.0,9.0,residential,,objects/Blacky75/New-Black/RES_10x09_TypeNew1_RoofBlack-1.obj,,,2,SQ,Blacky75,black;new
10.0,9.0,residential,,objects/Blacky75/New-Black/RES_10x09_TypeNew1_RoofBlack-2.obj,,,2,SQ,Blacky75,black;new
10.0,9.0,residential,,objects/Blacky75/New-Black/RES_10x09_TypeNew1_RoofBlack-3.obj,,,2,SQ,Blacky75,black;new
10.0,9.0,residential,,objects/Blacky75/New-Black/RES_10x09_TypeNew1_RoofBlack-4.obj,,,2,SQ,Blacky75,black;new
10.0,10.0,residential,,objects/Blacky75/New-Black/RES_10x10_TypeNew1_RoofBlack-1.obj,,,2,SQ,Blacky75,black;new
10.0,10.0,residential,,objects/Blacky75/New-Black/RES_10x10_TypeNew1_RoofBlack-2.obj,,,2,SQ,Blacky75,black;new
10.0,10.0,residential,,objects/Blacky75/New-Black/RES_10x10_TypeNew1_RoofBlack-3.obj,,,2,SQ,Blacky75,black;new
10.0,10.0,residential,,objects/Blacky75/New-Black/RES_10x10_TypeNew1_RoofBlack-4.obj,,,2,SQ,Blacky75,black;new
11.0,6.0,residential,,objects/Blacky75/New-Black/RES_11x06_TypeNew1_RoofBlack-1.obj,,,2,SQ,Blacky75,black;new
11.0,6.0,residential,,objects/Blacky75/New-Black/RES_11x06_TypeNew1_RoofBlack-2.obj,,,2,SQ,Blacky75,black;new
11.0,6.0,residential,,objects/Blacky75/New-Black/RES_11x06_TypeNew1_RoofBlack-3.obj,,,2,SQ,Blacky75,black;new
11.0,6.0,residential,,objects/Blacky75/New-Black/RES_11x06_TypeNew1_RoofBlack-4.obj,,,2,SQ,Blacky75,black;new
11.0,7.0,residential,,objects/Blacky75/New-Black/RES_11x07_TypeNew1_RoofBlack-1.obj,,,2,SQ,Blacky75,black;new
11.0,7.0,residential,,objects/Blacky75/New-Black/RES_11x07_TypeNew1_RoofBlack-2.obj,,,2,SQ,Blacky75,black;new
11.0,7.0,residential,,objects/Blacky75/New-Black/RES_11x07_TypeNew1_RoofBlack-3.obj,,,2,SQ,Blacky75,black;new
11.0,7.0,residential,,objects/Blacky75/New-Black/RES_11x07_TypeNew1_RoofBlack-4.obj,,,2,SQ,Blacky75,black;new
11.0,8.0,residential,,objects/Blacky75/New-Black/RES_11x08_TypeNew1_RoofBlack-1.obj,,,2,SQ,Blacky75,black;new
11.0,8.0,residential,,objects/Blacky75/New-Black/RES_11x08_TypeNew1_RoofBlack-2.obj,,,2,SQ,Blacky75,black;new
11.0,8.0,residential,,objects/Blacky75/New-Black/RES_11x08_TypeNew1_RoofBlack-3.obj,,,2,SQ,Blacky75,black;new
11.0,8.0,residential,,objects/Blacky75/New-Black/RES_11x08_TypeNew1_RoofBlack-4.obj,,,2,SQ,Blacky75,black;new
11.0,9.0,residential,,objects/Blacky75/New-Black/RES_11x09_TypeNew1_RoofBlack-1.obj,,,2,SQ,Blacky75,black;new
11.0,9.0,residential,,objects/Blacky75/New-Black/RES_11x09_TypeNew1_RoofBlack-2.obj,,,2,SQ,Blacky75,black;new
11.0,9.0,residential,,objects/Blacky75/New-Black/RES_11x09_TypeNew1_RoofBlack-3.obj,,,2,SQ,Blacky75,black;new
11.0,9.0,residential,,objects/Blacky75/New-Black/RES_11x09_TypeNew1_RoofBlack-4.obj,,,2,SQ,Blacky75,black;new
11.0,10.0,residential,,objects/Blacky75/New-Black/RES_11x10_TypeNew1_RoofBlack-1.obj,,,2,SQ,Blacky75,black;new
11.0,10.0,residential,,objects/Blacky75/New-Black/RES_11x10_TypeNew1_RoofBlack-2.obj,,,2,SQ,Blacky75,black;new
11.0,10.0,residential,,objects/Blacky75/New-Black/RES_11x10_TypeNew1_RoofBlack-3.obj,,,2,SQ,Blacky75,black;new
11.0,10.0,residential,,objects/Blacky75/New-Black/RES_11x10_TypeNew1_RoofBlack-4.obj,,,2,SQ,Blacky75,black;new
11.0,11.0,residential,,objects/Blacky75/New-Black/RES_11x11_TypeNew1_RoofBlack-1.obj,,,2,SQ,Blacky75,black;new
11.0,11.0,residential,,objects/Blacky75/New-Black/RES_11x11_TypeNew1_RoofBlack-2.obj,,,2,SQ,Blacky75,black;new
11.0,11.0,residential,,objects/Blacky75/New-Black/RES_11x11_TypeNew1_RoofBlack-3.obj,,,2,SQ,Blacky75,black;new
11.0,11.0,residential,,objects/Blacky75/New-Black/RES_11x11_TypeNew1_RoofBlack-4.obj,,,2,SQ,Blacky75,black;new
12.0,06.0,residential,,objects/Blacky75/New-Black/RES_12x06_TypeNew1_RoofBlack-1.obj,,,2,SQ,Blacky75,black;new
12.0,06.0,residential,,objects/Blacky75/New-Black/RES_12x06_TypeNew1_RoofBlack-2.obj,,,2,SQ,Blacky75,black;new
12.0,06.0,residential,,objects/Blacky75/New-Black/RES_12x06_TypeNew1_RoofBlack-3.obj,,,2,SQ,Blacky75,black;new
12.0,06.0,residential,,objects/Blacky75/New-Black/RES_12x06_TypeNew1_RoofBlack-4.obj,,,2,SQ,Blacky75,black;new
12.0,07.0,residential,,objects/Blacky75/New-Black/RES_12x07_TypeNew1_RoofBlack-1.obj,,,2,SQ,Blacky75,black;new
12.0,07.0,residential,,objects/Blacky75/New-Black/RES_12x07_TypeNew1_RoofBlack-2.obj,,,2,SQ,Blacky75,black;new
12.0,07.0,residential,,objects/Blacky75/New-Black/RES_12x07_TypeNew1_RoofBlack-3.obj,,,2,SQ,Blacky75,black;new
12.0,07.0,residential,,objects/Blacky75/New-Black/RES_12x07_TypeNew1_RoofBlack-4.obj,,,2,SQ,Blacky75,black;new
12.0,08.0,residential,,objects/Blacky75/New-Black/RES_12x08_TypeNew1_RoofBlack-1.obj,,,2,SQ,Blacky75,black;new
12.0,08.0,residential,,objects/Blacky75/New-Black/RES_12x08_TypeNew1_RoofBlack-2.obj,,,2,SQ,Blacky75,black;new
12.0,08.0,residential,,objects/Blacky75/New-Black/RES_12x08_TypeNew1_RoofBlack-3.obj,,,2,SQ,Blacky75,black;new
12.0,08.0,residential,,objects/Blacky75/New-Black/RES_12x08_TypeNew1_RoofBlack-4.obj,,,2,SQ,Blacky75,black;new

05.0,06.0,residential,,objects/Blacky75/New-ApptBlack/RES_05x06_S3_Aptm_RoofBlack1.obj,,,3,,Blacky75,black;new
05.0,06.0,residential,,objects/Blacky75/New-ApptBlack/RES_05x06_S3_Aptm_RoofBlack2.obj,,,3,,Blacky75,black;new
05.0,06.0,residential,,objects/Blacky75/New-ApptBlack/RES_05x06_S3_Aptm_RoofBlack3.obj,,,3,,Blacky75,black;new
05.0,06.0,residential,,objects/Blacky75/New-ApptBlack/RES_05x06_S3_Aptm_RoofBlack4.obj,,,3,,Blacky75,black;new
05.0,06.0,residential,,objects/Blacky75/New-ApptBlack/RES_05x06_S3_Aptm_RoofBlack5.obj,,,3,,Blacky75,black;new
05.0,06.0,residential,,objects/Blacky75/New-ApptBlack/RES_05x06_S3_Aptm_RoofBlack6.obj,,,3,,Blacky75,black;new
05.0,06.0,residential,,objects/Blacky75/New-ApptBlack/RES_05x06_S4_Aptm_RoofBlack1.obj,,,4,,Blacky75,black;new
05.0,06.0,residential,,objects/Blacky75/New-ApptBlack/RES_05x06_S4_Aptm_RoofBlack2.obj,,,4,,Blacky75,black;new
05.0,06.0,residential,,objects/Blacky75/New-ApptBlack/RES_05x06_S4_Aptm_RoofBlack3.obj,,,4,,Blacky75,black;new
05.0,06.0,residential,,objects/Blacky75/New-ApptBlack/RES_05x06_S4_Aptm_RoofBlack4.obj,,,4,,Blacky75,black;new
05.0,06.0,residential,,objects/Blacky75/New-ApptBlack/RES_05x06_S4_Aptm_RoofBlack5.obj,,,4,,Blacky75,black;new
05.0,06.0,residential,,objects/Blacky75/New-ApptBlack/RES_05x06_S4_Aptm_RoofBlack6.obj,,,4,,Blacky75,black;new
05.0,06.0,residential,,objects/Blacky75/New-ApptBlack/RES_05x06_S5_Aptm_RoofBlack1.obj,,,5,,Blacky75,black;new
05.0,06.0,residential,,objects/Blacky75/New-ApptBlack/RES_05x06_S5_Aptm_RoofBlack2.obj,,,5,,Blacky75,black;new
05.0,06.0,residential,,objects/Blacky75/New-ApptBlack/RES_05x06_S5_Aptm_RoofBlack3.obj,,,5,,Blacky75,black;new
05.0,06.0,residential,,objects/Blacky75/New-ApptBlack/RES_05x06_S5_Aptm_RoofBlack4.obj,,,5,,Blacky75,black;new
05.0,06.0,residential,,objects/Blacky75/New-ApptBlack/RES_05x06_S5_Aptm_RoofBlack5.obj,,,5,,Blacky75,black;new
05.0,06.0,residential,,objects/Blacky75/New-ApptBlack/RES_05x06_S5_Aptm_RoofBlack6.obj,,,5,,Blacky75,black;new
05.0,06.0,residential,,objects/Blacky75/New-ApptBlack/RES_05x06_S6_Aptm_RoofBlack1.obj,,,6,,Blacky75,black;new
05.0,07.0,residential,,objects/Blacky75/New-ApptBlack/RES_05x07_S3_Aptm_RoofBlack1.obj,,,3,,Blacky75,black;new
05.0,07.0,residential,,objects/Blacky75/New-ApptBlack/RES_05x07_S4_Aptm_RoofBlack1.obj,,,4,,Blacky75,black;new
05.0,07.0,residential,,objects/Blacky75/New-ApptBlack/RES_05x07_S5_Aptm_RoofBlack1.obj,,,5,,Blacky75,black;new
05.0,07.0,residential,,objects/Blacky75/New-ApptBlack/RES_05x07_S6_Aptm_RoofBlack1.obj,,,6,,Blacky75,black;new
05.0,08.0,residential,,objects/Blacky75/New-ApptBlack/RES_05x08_S3_Aptm_RoofBlack1.obj,,,3,,Blacky75,black;new
05.0,08.0,residential,,objects/Blacky75/New-ApptBlack/RES_05x08_S4_Aptm_RoofBlack1.obj,,,4,,Blacky75,black;new
05.0,08.0,residential,,objects/Blacky75/New-ApptBlack/RES_05x08_S5_Aptm_RoofBlack1.obj,,,5,,Blacky75,black;new
05.0,08.0,residential,,objects/Blacky75/New-ApptBlack/RES_05x08_S6_Aptm_RoofBlack1.obj,,,6,,Blacky75,black;new
05.0,09.0,residential,,objects/Blacky75/New-ApptBlack/RES_05x09_S3_Aptm_RoofBlack1.obj,,,3,,Blacky75,black;new
05.0,09.0,residential,,objects/Blacky75/New-ApptBlack/RES_05x09_S4_Aptm_RoofBlack1.obj,,,4,,Blacky75,black;new
05.0,09.0,residential,,objects/Blacky75/New-ApptBlack/RES_05x09_S5_Aptm_RoofBlack1.obj,,,5,,Blacky75,black;new
05.0,09.0,residential,,objects/Blacky75/New-ApptBlack/RES_05x09_S6_Aptm_RoofBlack1.obj,,,6,,Blacky75,black;new
05.0,10.0,residential,,objects/Blacky75/New-ApptBlack/RES_05x10_S3_Aptm_RoofBlack1.obj,,,3,,Blacky75,black;new
05.0,10.0,residential,,objects/Blacky75/New-ApptBlack/RES_05x10_S4_Aptm_RoofBlack1.obj,,,4,,Blacky75,black;new
05.0,10.0,residential,,objects/Blacky75/New-ApptBlack/RES_05x10_S5_Aptm_RoofBlack1.obj,,,5,,Blacky75,black;new
05.0,10.0,residential,,objects/Blacky75/New-ApptBlack/RES_05x10_S6_Aptm_RoofBlack1.obj,,,6,,Blacky75,black;new
05.0,11.0,residential,,objects/Blacky75/New-ApptBlack/RES_05x11_S3_Aptm_RoofBlack1.obj,,,3,,Blacky75,black;new
05.0,11.0,residential,,objects/Blacky75/New-ApptBlack/RES_05x11_S4_Aptm_RoofBlack1.obj,,,4,,Blacky75,black;new
05.0,11.0,residential,,objects/Blacky75/New-ApptBlack/RES_05x11_S5_Aptm_RoofBlack1.obj,,,5,,Blacky75,black;new
05.0,11.0,residential,,objects/Blacky75/New-ApptBlack/RES_05x11_S6_Aptm_RoofBlack1.obj,,,6,,Blacky75,black;new
05.0,12.0,residential,,objects/Blacky75/New-ApptBlack/RES_05x12_S3_Aptm_RoofBlack1.obj,,,3,,Blacky75,black;new
05.0,12.0,residential,,objects/Blacky75/New-ApptBlack/RES_05x12_S4_Aptm_RoofBlack1.obj,,,4,,Blacky75,black;new
05.0,12.0,residential,,objects/Blacky75/New-ApptBlack/RES_05x12_S5_Aptm_RoofBlack1.obj,,,5,,Blacky75,black;new
05.0,12.0,residential,,objects/Blacky75/New-ApptBlack/RES_05x12_S6_Aptm_RoofBlack1.obj,,,6,,Blacky75,black;new
05.0,13.0,residential,,objects/Blacky75/New-ApptBlack/RES_05x13_S3_Aptm_RoofBlack1.obj,,,3,,Blacky75,black;new
05.0,13.0,residential,,objects/Blacky75/New-ApptBlack/RES_05x13_S4_Aptm_RoofBlack1.obj,,,4,,Blacky75,black;new
05.0,13.0,residential,,objects/Blacky75/New-ApptBlack/RES_05x13_S5_Aptm_RoofBlack1.obj,,,5,,Blacky75,black;new
05.0,13.0,residential,,objects/Blacky75/New-ApptBlack/RES_05x13_S6_Aptm_RoofBlack1.obj,,,6,,Blacky75,black;new
05.0,14.0,residential,,objects/Blacky75/New-ApptBlack/RES_05x14_S3_Aptm_RoofBlack1.obj,,,3,,Blacky75,black;new
05.0,14.0,residential,,objects/Blacky75/New-ApptBlack/RES_05x14_S4_Aptm_RoofBlack1.obj,,,4,,Blacky75,black;new
05.0,14.0,residential,,objects/Blacky75/New-ApptBlack/RES_05x14_S5_Aptm_RoofBlack1.obj,,,5,,Blacky75,black;new
05.0,14.0,residential,,objects/Blacky75/New-ApptBlack/RES_05x14_S6_Aptm_RoofBlack1.obj,,,6,,Blacky75,black;new
05.0,15.0,residential,,objects/Blacky75/New-ApptBlack/RES_05x15_S3_Aptm_RoofBlack1.obj,,,3,,Blacky75,black;new
05.0,15.0,residential,,objects/Blacky75/New-ApptBlack/RES_05x15_S4_Aptm_RoofBlack1.obj,,,4,,Blacky75,black;new
05.0,15.0,residential,,objects/Blacky75/New-ApptBlack/RES_05x15_S5_Aptm_RoofBlack1.obj,,,5,,Blacky75,black;new
05.0,15.0,residential,,objects/Blacky75/New-ApptBlack/RES_05x15_S6_Aptm_RoofBlack1.obj,,,6,,Blacky75,black;new
06.0,06.0,residential,,objects/Blacky75/New-ApptBlack/RES_06x06_S3_Aptm_RoofBlack1.obj,,,3,,Blacky75,black;new
06.0,06.0,residential,,objects/Blacky75/New-ApptBlack/RES_06x06_S4_Aptm_RoofBlack1.obj,,,4,,Blacky75,black;new
06.0,06.0,residential,,objects/Blacky75/New-ApptBlack/RES_06x06_S5_Aptm_RoofBlack1.obj,,,5,,Blacky75,black;new
06.0,06.0,residential,,objects/Blacky75/New-ApptBlack/RES_06x06_S6_Aptm_RoofBlack1.obj,,,6,,Blacky75,black;new
06.0,07.0,residential,,objects/Blacky75/New-ApptBlack/RES_06x07_S3_Aptm_RoofBlack1.obj,,,3,,Blacky75,black;new
06.0,07.0,residential,,objects/Blacky75/New-ApptBlack/RES_06x07_S4_Aptm_RoofBlack1.obj,,,4,,Blacky75,black;new
06.0,07.0,residential,,objects/Blacky75/New-ApptBlack/RES_06x07_S5_Aptm_RoofBlack1.obj,,,5,,Blacky75,black;new
06.0,07.0,residential,,objects/Blacky75/New-ApptBlack/RES_06x07_S6_Aptm_RoofBlack1.obj,,,6,,Blacky75,black;new
06.0,08.0,residential,,objects/Blacky75/New-ApptBlack/RES_06x08_S3_Aptm_RoofBlack1.obj,,,3,,Blacky75,black;new
06.0,08.0,residential,,objects/Blacky75/New-ApptBlack/RES_06x08_S4_Aptm_RoofBlack1.obj,,,4,,Blacky75,black;new
06.0,08.0,residential,,objects/Blacky75/New-ApptBlack/RES_06x08_S5_Aptm_RoofBlack1.obj,,,5,,Blacky75,black;new
06.0,08.0,residential,,objects/Blacky75/New-ApptBlack/RES_06x08_S6_Aptm_RoofBlack1.obj,,,6,,Blacky75,black;new
06.0,09.0,residential,,objects/Blacky75/New-ApptBlack/RES_06x09_S3_Aptm_RoofBlack1.obj,,,3,,Blacky75,black;new
06.0,09.0,residential,,objects/Blacky75/New-ApptBlack/RES_06x09_S4_Aptm_RoofBlack1.obj,,,4,,Blacky75,black;new
06.0,09.0,residential,,objects/Blacky75/New-ApptBlack/RES_06x09_S5_Aptm_RoofBlack1.obj,,,5,,Blacky75,black;new
06.0,09.0,residential,,objects/Blacky75/New-ApptBlack/RES_06x09_S6_Aptm_RoofBlack1.obj,,,6,,Blacky75,black;new
06.0,10.0,residential,,objects/Blacky75/New-ApptBlack/RES_06x10_S3_Aptm_RoofBlack1.obj,,,3,,Blacky75,black;new
06.0,10.0,residential,,objects/Blacky75/New-ApptBlack/RES_06x10_S4_Aptm_RoofBlack1.obj,,,4,,Blacky75,black;new
06.0,10.0,residential,,objects/Blacky75/New-ApptBlack/RES_06x10_S5_Aptm_RoofBlack1.obj,,,5,,Blacky75,black;new
06.0,10.0,residential,,objects/Blacky75/New-ApptBlack/RES_06x10_S6_Aptm_RoofBlack1.obj,,,6,,Blacky75,black;new
06.0,11.0,residential,,objects/Blacky75/New-ApptBlack/RES_06x11_S3_Aptm_RoofBlack1.obj,,,3,,Blacky75,black;new
06.0,11.0,residential,,objects/Blacky75/New-ApptBlack/RES_06x11_S4_Aptm_RoofBlack1.obj,,,4,,Blacky75,black;new
06.0,11.0,residential,,objects/Blacky75/New-ApptBlack/RES_06x11_S5_Aptm_RoofBlack1.obj,,,5,,Blacky75,black;new
06.0,11.0,residential,,objects/Blacky75/New-ApptBlack/RES_06x11_S6_Aptm_RoofBlack1.obj,,,6,,Blacky75,black;new
06.0,12.0,residential,,objects/Blacky75/New-ApptBlack/RES_06x12_S3_Aptm_RoofBlack1.obj,,,3,,Blacky75,black;new
06.0,12.0,residential,,objects/Blacky75/New-ApptBlack/RES_06x12_S4_Aptm_RoofBlack1.obj,,,4,,Blacky75,black;new
06.0,12.0,residential,,objects/Blacky75/New-ApptBlack/RES_06x12_S5_Aptm_RoofBlack1.obj,,,5,,Blacky75,black;new
06.0,12.0,residential,,objects/Blacky75/New-ApptBlack/RES_06x12_S6_Aptm_RoofBlack1.obj,,,6,,Blacky75,black;new
06.0,13.0,residential,,objects/Blacky75/New-ApptBlack/RES_06x13_S3_Aptm_RoofBlack1.obj,,,3,,Blacky75,black;new
06.0,13.0,residential,,objects/Blacky75/New-ApptBlack/RES_06x13_S4_Aptm_RoofBlack1.obj,,,4,,Blacky75,black;new
06.0,13.0,residential,,objects/Blacky75/New-ApptBlack/RES_06x13_S5_Aptm_RoofBlack1.obj,,,5,,Blacky75,black;new
06.0,13.0,residential,,objects/Blacky75/New-ApptBlack/RES_06x13_S6_Aptm_RoofBlack1.obj,,,6,,Blacky75,black;new
06.0,14.0,residential,,objects/Blacky75/New-ApptBlack/RES_06x14_S3_Aptm_RoofBlack1.obj,,,3,,Blacky75,black;new
06.0,14.0,residential,,objects/Blacky75/New-ApptBlack/RES_06x14_S4_Aptm_RoofBlack1.obj,,,4,,Blacky75,black;new
06.0,14.0,residential,,objects/Blacky75/New-ApptBlack/RES_06x14_S5_Aptm_RoofBlack1.obj,,,5,,Blacky75,black;new
06.0,14.0,residential,,objects/Blacky75/New-ApptBlack/RES_06x14_S6_Aptm_RoofBlack1.obj,,,6,,Blacky75,black;new
06.0,15.0,residential,,objects/Blacky75/New-ApptBlack/RES_06x15_S3_Aptm_RoofBlack1.obj,,,3,,Blacky75,black;new
06.0,15.0,residential,,objects/Blacky75/New-ApptBlack/RES_06x15_S4_Aptm_RoofBlack1.obj,,,4,,Blacky75,black;new
06.0,15.0,residential,,objects/Blacky75/New-ApptBlack/RES_06x15_S5_Aptm_RoofBlack1.obj,,,5,,Blacky75,black;new
06.0,15.0,residential,,objects/Blacky75/New-ApptBlack/RES_06x15_S6_Aptm_RoofBlack1.obj,,,6,,Blacky75,black;new
07.0,06.0,residential,,objects/Blacky75/New-ApptBlack/RES_07x06_S3_Aptm_RoofBlack1.obj,,,3,,Blacky75,black;new
07.0,06.0,residential,,objects/Blacky75/New-ApptBlack/RES_07x06_S4_Aptm_RoofBlack1.obj,,,4,,Blacky75,black;new
07.0,06.0,residential,,objects/Blacky75/New-ApptBlack/RES_07x06_S5_Aptm_RoofBlack1.obj,,,5,,Blacky75,black;new
07.0,06.0,residential,,objects/Blacky75/New-ApptBlack/RES_07x06_S6_Aptm_RoofBlack1.obj,,,6,,Blacky75,black;new
07.0,07.0,residential,,objects/Blacky75/New-ApptBlack/RES_07x07_S3_Aptm_RoofBlack1.obj,,,3,,Blacky75,black;new
07.0,07.0,residential,,objects/Blacky75/New-ApptBlack/RES_07x07_S4_Aptm_RoofBlack1.obj,,,4,,Blacky75,black;new
07.0,07.0,residential,,objects/Blacky75/New-ApptBlack/RES_07x07_S5_Aptm_RoofBlack1.obj,,,5,,Blacky75,black;new
07.0,07.0,residential,,objects/Blacky75/New-ApptBlack/RES_07x07_S6_Aptm_RoofBlack1.obj,,,6,,Blacky75,black;new
07.0,08.0,residential,,objects/Blacky75/New-ApptBlack/RES_07x08_S3_Aptm_RoofBlack1.obj,,,3,,Blacky75,black;new
07.0,08.0,residential,,objects/Blacky75/New-ApptBlack/RES_07x08_S4_Aptm_RoofBlack1.obj,,,4,,Blacky75,black;new
07.0,08.0,residential,,objects/Blacky75/New-ApptBlack/RES_07x08_S5_Aptm_RoofBlack1.obj,,,5,,Blacky75,black;new
07.0,08.0,residential,,objects/Blacky75/New-ApptBlack/RES_07x08_S6_Aptm_RoofBlack1.obj,,,6,,Blacky75,black;new
07.0,09.0,residential,,objects/Blacky75/New-ApptBlack/RES_07x09_S3_Aptm_RoofBlack1.obj,,,3,,Blacky75,black;new
07.0,09.0,residential,,objects/Blacky75/New-ApptBlack/RES_07x09_S4_Aptm_RoofBlack1.obj,,,4,,Blacky75,black;new
07.0,09.0,residential,,objects/Blacky75/New-ApptBlack/RES_07x09_S5_Aptm_RoofBlack1.obj,,,5,,Blacky75,black;new
07.0,09.0,residential,,objects/Blacky75/New-ApptBlack/RES_07x09_S6_Aptm_RoofBlack1.obj,,,6,,Blacky75,black;new
